CollectionDate,Farm,BeeID,WingSIze,Count,Log1P(Count),FlowerID2,Log1P(SunArea),Sun Area,Log1P(FarmArea),FarmArea,CutFlowerArea,TomatoArea,InfectionPresence
209,CAC,23,2.665,85,1.934498451,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,24,2.925,49,1.698970004,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,25,2.665,104,2.021189299,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,26,2.99,50,1.707570176,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,27,2.99,11,1.079181246,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,28,2.73,12,1.113943352,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,29,2.6,3,0.602059991,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,30,3.185,0,0,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,NO
209,CAC,31,2.665,25,1.414973348,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,32,2.34,18,1.278753601,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,33,2.535,22,1.361727836,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,34,2.535,15,1.204119983,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,35,2.99,3,0.602059991,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,36,2.6,119,2.079181246,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,37,2.925,0,0,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,NO
209,CAC,38,2.795,3,0.602059991,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,39,2.47,0,0,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,NO
209,CAC,40,2.405,8,0.954242509,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,41,2.535,3,0.602059991,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,42,2.34,71,1.857332496,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,YES
209,CAC,43,2.665,0,0,NONSUN,1.634225286,42.075,5.485735236,306008.73,NA,NA,NO
210,ATL,44,2.34,124,2.096910013,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,45,2.405,5,0.77815125,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,46,2.795,203,2.309630167,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,47,2.665,2,0.477121255,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,48,2.535,156,2.195899652,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,49,2.535,97,1.991226076,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,50,2.925,45,1.662757832,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,51,2.665,70,1.851258349,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,52,2.73,210,2.324282455,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,53,2.6,123,2.093421685,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,54,3.25,0,0,NONSUN,0,0,5.11741217,131041.5,NA,NA,NO
210,ATL,55,2.47,78,1.897627091,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,56,2.47,0,0,NONSUN,0,0,5.11741217,131041.5,NA,NA,NO
210,ATL,57,2.795,274,2.439332694,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,58,2.21,201,2.305351369,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,59,2.73,27,1.447158031,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,60,2.08,102,2.012837225,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,61,3.055,0,0,NONSUN,0,0,5.11741217,131041.5,NA,NA,NO
210,ATL,62,2.925,50,1.707570176,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,63,2.405,28,1.462397998,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,64,2.275,83,1.924279286,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,65,2.665,0,0,NONSUN,0,0,5.11741217,131041.5,NA,NA,NO
210,ATL,66,2.925,80,1.908485019,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,67,2.47,100,2.004321374,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,68,2.73,41,1.62324929,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,69,2.6,59,1.77815125,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,70,3.12,0,0,NONSUN,0,0,5.11741217,131041.5,NA,NA,NO
210,ATL,71,2.405,130,2.117271296,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,72,2.405,137,2.139879086,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,73,2.73,263,2.421603927,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,74,2.535,85,1.934498451,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
210,ATL,75,2.6,193,2.28780173,NONSUN,0,0,5.11741217,131041.5,NA,NA,YES
211,ENT,76,2.405,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,77,2.34,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,82,2.99,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,83,2.47,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,84,2.665,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,85,2.6,104,2.021189299,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,YES
211,ENT,86,2.6,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,87,2.73,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,88,2.6,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,89,2.47,262,2.419955748,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,YES
211,ENT,90,2.73,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,91,2.275,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,92,2.795,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,93,2.405,9,1,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,YES
211,ENT,94,2.21,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,95,2.08,250,2.399673721,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,YES
211,ENT,96,2.925,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,97,2.21,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,98,2.925,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,99,2.275,1,0.301029996,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,YES
211,ENT,100,2.275,39,1.602059991,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,YES
211,ENT,101,2.73,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,102,2.275,6,0.84509804,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,YES
211,ENT,103,2.275,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,104,2.405,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,105,2.535,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,106,2.73,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,107,2.795,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
211,ENT,108,2.275,0,0,SUN,2.370235437,233.55,4.698484365,49943.12,697.5424,1296.9929,NO
215,TKG,112,2.73,1,0.301029996,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,113,2.73,27,1.447158031,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,114,2.99,15,1.204119983,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,115,2.535,1,0.301029996,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,116,2.86,0,0,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,NO
215,TKG,117,2.925,0,0,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,NO
215,TKG,118,2.795,42,1.633468456,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,119,2.665,1,0.301029996,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,120,2.535,90,1.959041392,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,121,2.21,26,1.431363764,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,122,2.73,0,0,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,NO
215,TKG,123,3.12,1,0.301029996,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,124,2.47,43,1.643452676,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,125,2.99,221,2.346352974,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,126,2.47,10,1.041392685,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,127,2.6,0,0,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,NO
215,TKG,128,2.99,10,1.041392685,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,129,2.47,1,0.301029996,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,130,2.535,88,1.949390007,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,131,2.99,93,1.973127854,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,132,2.34,106,2.029383778,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,133,2.535,0,0,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,NO
215,TKG,134,2.47,47,1.681241237,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,135,2.47,5,0.77815125,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,136,2.275,0,0,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,NO
215,TKG,137,2.145,74,1.875061263,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,138,2.665,0,0,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,NO
215,TKG,139,2.6,2,0.477121255,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
215,TKG,140,2.34,0,0,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,NO
215,TKG,141,2.665,17,1.255272505,NONSUN,0,0,5.659330068,456382.64,0,47013.57308,YES
216,BRK,142,2.34,31,1.505149978,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,143,2.6,3,0.602059991,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,144,2.405,33,1.531478917,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,145,2.405,26,1.431363764,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,146,2.6,74,1.875061263,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,147,2.535,105,2.025305865,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,148,2.275,35,1.556302501,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,149,2.535,84,1.929418926,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,150,2.665,0,0,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,NO
216,BRK,151,2.795,3,0.602059991,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,153,2.405,16,1.230448921,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,154,2.665,4,0.698970004,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,155,2.535,63,1.806179974,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,156,2.535,3,0.602059991,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,157,2.275,22,1.361727836,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,158,2.535,13,1.146128036,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,159,2.535,37,1.579783597,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,160,2.275,43,1.643452676,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,161,2.34,36,1.568201724,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,162,2.6,3,0.602059991,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,163,2.34,0,0,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,NO
216,BRK,164,2.795,39,1.602059991,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,165,NA,0,0,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,NO
216,BRK,166,2.665,46,1.672097858,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,167,2.405,2,0.477121255,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,168,2.08,51,1.716003344,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,169,2.275,27,1.447158031,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,170,2.145,33,1.531478917,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,171,2.275,1,0.301029996,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,172,2.34,20,1.322219295,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
216,BRK,173,2.145,6,0.84509804,SUN,2.156549151,142.4,4.440968715,27602.79,438.05616,647.56128,YES
217,SIM,174,2.08,12,1.113943352,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,175,2.405,24,1.397940009,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,176,2.925,13,1.146128036,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,177,2.86,114,2.06069784,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,178,1.95,28,1.462397998,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,179,2.275,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,180,2.6,64,1.812913357,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,181,2.08,63,1.806179974,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,182,2.535,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,183,2.535,77,1.892094603,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,184,1.885,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,185,2.21,65,1.819543936,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,186,2.405,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,187,2.015,11,1.079181246,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,188,2.34,1,0.301029996,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,189,2.275,37,1.579783597,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,190,2.275,3,0.602059991,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,191,2.015,23,1.380211242,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,192,2.47,36,1.568201724,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,193,2.86,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,194,2.34,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,195,2.275,2,0.477121255,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,196,2.34,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,197,2.275,35,1.556302501,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,198,2.535,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,199,2.275,48,1.69019608,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,200,2.6,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,201,2.99,1,0.301029996,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,202,2.795,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,203,2.015,28,1.462397998,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
217,SIM,204,1.885,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,205,2.47,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
217,SIM,206,2.015,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,207,2.275,27,1.447158031,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,208,2.145,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,209,2.34,17,1.255272505,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,210,2.665,69,1.84509804,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,211,2.73,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,212,2.6,51,1.716003344,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,213,2.99,89,1.954242509,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,214,2.6,17,1.255272505,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,215,2.535,57,1.763427994,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,216,2.275,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,217,2.34,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,218,2.34,2,0.477121255,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,219,2.665,10,1.041392685,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,220,2.21,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,221,2.275,55,1.748188027,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,222,2.21,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,223,2.405,36,1.568201724,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,224,2.47,34,1.544068044,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,225,2.535,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,226,2.08,37,1.579783597,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,227,2.015,47,1.681241237,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,228,2.535,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,229,2.275,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,230,2.015,14,1.176091259,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,231,2.21,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,232,2.21,3,0.602059991,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
218,SIM,233,2.21,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,234,2.145,0,0,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,NO
218,SIM,235,2.08,1,0.301029996,NONSUN,2.184407485,151.9,5.049754394,112137.41,21408.822,676.818,YES
225,STN,236,2.21,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,237,2.535,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,238,2.665,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,239,2.6,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,240,2.6,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,241,2.86,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,242,2.405,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,243,2.145,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,244,2.6,26,1.431363764,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,YES
225,STN,245,2.73,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,246,2.405,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,247,2.6,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,248,2.535,3,0.602059991,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,YES
225,STN,249,3.185,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,250,2.47,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,251,2.47,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,252,2.015,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,253,2.535,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,254,2.6,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,255,2.47,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,256,2.21,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,257,2.21,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
225,STN,258,2.795,4,0.698970004,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,YES
225,STN,259,2.86,0,0,SUN,1.83231727,66.97,4.569086782,37074.48,113.30256,127.46538,NO
